Unnamed: 0.1,id_house,Addresse,Titre,Prix,Surface,Nb_piece,Nb_chambre,Parking,Jardin,Ascenseur,Terrasse,Garage,Prix_sur,Reference,Date_publication,Date_modification,Titre_description,Description
677.0,VM94_685,Chennevières-sur-Marne 94430 (Paris Chennevières),"Achat maison 5 pièces 124 m², Chennevières-sur-Marne - 446 600 €",446 600 €,"123,69 m²",5 pièces,4 chambres,2 places de parking,Jardin,,,,3 611 €/m²,Réf. de l’annonce : 0165,Publiée il y a plus de 2 mois,Modifiée le 12 nov. 2020,Descriptif de cette maison à vendre de 5 pièces et 124 m²,"A vendre dans un quartier pavillonnaire et proche de toutes commodités. Venez découvrir cette maison de 5 pièces avec jardin, de 123,69 m² (105 m² habitables) sur un terrain de 300 m². Comprenant au rez-de-chaussée: une entrée avec WC, un grand double séjour traversant et lumineux avec cheminée et accès direct sur le jardin, cuisine semi ouverte aménagée et équipée, et garage. A l'étage: quatre chambres dont une avec douche à l'italienne, une salle de bain et WC indépendant.

La visite virtuelle de ce bien est disponible sur demande.

Cette maison vous est proposé, à l'achat, par l'agence ERA Rives de Marne immobilier - Chennevieres sur Marne, Le Plessis Trévise, Ormesson sur Marne et La Varenne Saint Hilaire.

Ce bien est situé sur la commune de Chennevières sur Marne. Cette ville saura vous séduire par sa situation idéale en bord de Marne et à proximité de Paris, son calme, ses nombreux espaces verts et ses 290 commerces de proximité.

Annonce rédigée par Mr. Maxime HARTLEY, Agent Commercial, N° RSAC : 879 137 867."
678.0,VM94_686,L'Haÿ-les-Roses 94240 (Petit Robinson),"Achat maison 5 pièces 101 m², L'Haÿ-les-Roses - 556 500 €",556 500 €,101 m²,5 pièces,4 chambres,,Jardin,,,,5 510 €/m²,,Publiée il y a plus de 2 mois,Réf. de l’annonce : 753308,Descriptif de cette maison à vendre de 5 pièces et 101 m²,"Vente Maison/villa 5 pièces. iad France - Rhizlane SCHMITT (Voir le téléphone ) vous propose : Dans un quartier recherché : A proximité de Bourg la Reine et de toutes les commodités.
Maison de 100m² environ, séjour double traversant, cuisine, 3 chambres et un bureau, salle d'eau, possiblité de 2,
2 wc, et de nombreux rangements.
Sous-sol total 100m² environ, aménageable, buanderie, garage, salle de jeux, cuisine d'été et terrasse.
Idéal grande famille ou Artisan
Honoraires d’agence à la charge du vendeur.Information d'affichage énergétique sur ce bien : DPE D indice 188 et GES E indice 44. La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Rhizlane SCHMITT (ID 42883), Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux (RSAC) du Tribunal de Commerce de EVRY sous le numéro 448633420.
Retrouvez tous nos biens sur notre site internet. (lien supprimé)"
679.0,VM94_687,Champigny-sur-Marne 94500 (Le Plateau),"Achat maison 5 pièces 200 m², Champigny-sur-Marne - 799 900 €",799 900 €,200 m²,5 pièces,4 chambres,1 place de parking,Jardin,,,,4 000 €/m²,,Publiée il y a plus de 2 mois,Réf. de l’annonce : 106569,Descriptif de cette maison à vendre de 5 pièces et 200 m²,"MUSSELBURGH. L'agence du Tremblay vous propose sur les coteaux de champigny avec vue imprenable sur paris, pavillon, sans travaux, d'environ 200m² élevé sur une parcelle de terrain de 1000m² comprenant:
Au sous sol: une buanderie, deux pièces aménagés avec accès indépendant.
Rdc: entrée, séjour spacieux avec cuisine ouverte équipé d'envrion 80m² et accès sur piscine chauffée.
Au premier étage: trois chambres, dont une suite parentale avec salle d'eau et dressing, un wc, une salle d'eau.
Dans les combles une grande suite parentale avec salle d'eau, dressing.
Rare sur le secteur.
A visiter rapidement..
Prix : 799 900 *
*Honoraires à la charge du vendeur"
680.0,VM94_688,Saint-Maur-des-Fossés 94100 (Parc de Saint-Maur),"Achat maison 9 pièces 250 m², Saint-Maur-des-Fossés - 1 695 000 €",1 695 000 €,250 m²,9 pièces,5 chambres,2 places de parking,Jardin,,,,6 780 €/m²,Réf. de l’annonce : 003055E1K9LQ,Publiée il y a plus de 2 mois,Modifiée le 19 nov. 2020,Descriptif de cette maison à vendre de 9 pièces et 250 m²,"Maison Saint Maur Des Fosses 10 pièce(s) 250 m2. Au coeur du PARC SAINT- MAUR et proche du groupe scolaire des tilleuls, magnifique maison récente de 250 m², comprenant une entrée distribuant, un bureau avec accès indépendant possible, une chambre, une grande cuisine dînatoire aménagée et équipée, séjour 57m² offrant un accès de plain-pied sur une terrasse de 80 m² exposée sud, à l'étage un palier dessert 4 chambres, avec salle de bains, salle d'eau, dressing.. Un sous-sol total de 220 m², incluant buanderie, cave à vins, espace rangement, garage et salle réception.."
681.0,VM94_689,Thiais 94320 (Proche Choisy),"Achat maison 8 pièces 352 m², Thiais - 1 540 000 €",1 540 000 €,352 m²,8 pièces,4 chambres,3 places de parking,Jardin,,,,4 375 €/m²,Réf. de l’annonce : 002103E1JQ0F,Publiée il y a plus de 2 mois,Modifiée le 16 oct. 2020,Descriptif de cette maison à vendre de 8 pièces et 352 m²,"Maison Thiais 8 pièce(s) 352 m2. THIAIS, au calme et proche centre ville, transports, commerces et écoles, nous vous proposons cette très belle maison d'une surface au sol de 565m² avec 352m² en loi carrez et 213m² de sous sol, sur une parcelle de 712m² avec terrasse et jardin.. Elle se compose d'une salle à manger et d'une cuisine dinatoire ouvrant sur la terrasse et le jardin, d'un superbe séjour avec toit cathédrale d'environ 6m de hauteur sous plafond, d'une suite parentale (avec salle de bains et wc) donnant sur une seconde terrasse.. A l'étage vous trouverez 3 belles chambres (possibilité d'une 5eme chambre) avec chacune sa salle d'eau, un wc et de nombreux rangements.. Le sous sol sain et ventilé de 213m² se compose d'un studio, d'un garage double, d'une buanderie, d'une cave, d'une chaufferie et d'une cave à vin.. Avec stationnement supplémentaire en extérieur.. Très bon état général, calme et lumineux."
682.0,VM94_690,Fontenay-sous-Bois 94120 (Plateau),"Achat maison 3 pièces 65 m², Fontenay-sous-Bois - 425 000 €",425 000 €,65 m²,3 pièces,2 chambres,,Jardin,,,,6 538 €/m²,Réf. de l’annonce : 009052E1JM12,Publiée il y a plus de 2 mois,Modifiée le 5 nov. 2020,Descriptif de cette maison à vendre de 3 pièces et 65 m²,"Maison Fontenay Sous Bois 3 pièce(s) 65 m2 deux chambres et jardin. ORPI VOUS PROPOSE . Un pavillon d'habitation élevé sur cave comprenant :. Un rez-de-chaussée, une entrée, une cuisine, une salle à manger, . A l'étage vous bénéficierez de deux belles chambres , un grenier .. A vos heures perdues, vous profiterez d'un agréable jardin sans vis à vis.. Vous pourrez bénéficiez d'un accès rapide aux transports et au commerces.. Proche des écoles et des commerces, cette maison est un lieu de vie idéal alors n'hésitez plus et venez nous rencontrer!. TRANSPORTS-CENTRE VILLE-ECOLES-COMMERCES."
683.0,VM94_691,La Varenne-Saint-Hilaire 94210 (Champignol),"Achat maison 7 pièces 170 m², La Varenne-Saint-Hilaire - 1 090 000 €",1 090 000 €,170 m²,7 pièces,4 chambres,3 places de parking,Jardin,,,,6 412 €/m²,Réf. de l’annonce : 003034E1JCWV,Publiée il y a plus de 2 mois,Modifiée le 8 déc. 2020,Descriptif de cette maison à vendre de 7 pièces et 170 m²,"Maison Saint Maur Des Fosses 7 pièce(s) 170 m2. La Varenne à 8 mn du RER et des commerces, quartier super résidentiel. Au calme.. Maison de style Anglo-Normand sur 453 m² de terrain. Belle entrée desservant un double séjour, une grande cuisine avec accès direct sur jardin, chambre ou bureau . A l'étage une suite parentale et une chambre avec cabinet de toilette.. Au 2ème étage, une chambre, un bureau et une salle d'eau. Les combles peuvent être aménagés.. Un sous sol total avec véritable cave à vin, buanderie et un garage double. . Gilles PERLOFF - Agent commercial - R.S.A.C. : 852 936 509 - Créteil"
684.0,VM94_692,Le Perreux-sur-Marne 94170 (Thillards),"Achat maison 12 pièces 300 m², Le Perreux-sur-Marne - 1 450 000 €",1 450 000 €,300 m²,12 pièces,5 chambres,,Jardin,,,,4 833 €/m²,,Publiée il y a plus de 2 mois,Réf. de l’annonce : 01406,Descriptif de cette maison à vendre de 12 pièces et 300 m²,"LE PERREUX - ULTRA RESIDENTEL~Un charme fou pour cette propriété de maître d'environ 300 m², dans un cadre privilégié au calme, édifiée sur un joli jardin arboré d'environ 829 m² et comprenant sur ssol total : Hall d'entrée, réception d'environ 40 m² avec cheminée et donnant sur terrasse et jardin, salle à dîner, grande cuisine d'environ 28 m², 5 chambres dont 2 avec salle de bains et SDE privatives, bureaux, dressing, atelier. Possibilité de rentrer 3/4 voitures. Pour les amoureux de l'ancien et de l'authentique."
685.0,VM94_693,Le Perreux-sur-Marne 94170 (Prairie de Nogent - Parclairs),"Achat maison 5 pièces 110 m², Le Perreux-sur-Marne - 660 000 €",660 000 €,110 m²,5 pièces,3 chambres,1 place de parking,Jardin,,,,6 000 €/m²,Réf. de l’annonce : 14255,Publiée il y a plus de 2 mois,Modifiée le 22 nov. 2020,Descriptif de cette maison à vendre de 5 pièces et 110 m²,"Proche des bords de Marne, commerces, écoles et à 5 mm à pied du RER E NOGENT-LE PERREUX. Maison style architecte, rénovée avec gout, décoration soignée, belles prestations. L'entrée donne sur un bel escalier lumineux qui vous conduira vers les autres pièces de la maison, vous disposerez d'une salle d'eau moderne et bien agencée avec WC, deux chambres dont une avec dressing donnant sur jardinet. Pièce à vivre de 34m², séjour cathédrale et sa cuisine ouverte (aménagée et équipée) donnant sur balcon, accès mezzanine avec possibilité d'une troisième chambre avec sa salle d'eau et WC ou espace détente. Un sous-sol total de 30 M² avec une grande pièce, qui pourrais être aménager en chambre d'ado ou aux grès de votre imagination et envie. Rare sur le secteur. VRAI COUP DE COEUR !"
686.0,VM94_694,Santeny 94440,"Achat maison 9 pièces 255 m², Santeny - 1 080 000 €",1 080 000 €,255 m²,9 pièces,5 chambres,4 places de parking,Jardin,,Terrasse,,4 235 €/m²,Réf. de l’annonce : 864,Publiée il y a plus de 2 mois,Modifiée le 9 déc. 2020,Descriptif de cette maison à vendre de 9 pièces et 255 m²,"Maison d'architecte de 255m² sur parcelle de 1083m² avec véranda. BRISTOL IMMOBILIER: du standing au prestige. Coup de coeur pour cette belle maison d'architecte de 255m² sur une parcelle de 1083m² paysagée, située en plein coeur du village de Santeny, proche des commerces, des écoles et de la forêt Notre-Dame. Au rez-de-chaussée, composée de: triple séjour donnant sur une véranda de 80 m² avec piscine chauffée et à contre-courant exposée sud, cuisine aménagée et équipée ouverte sur la salle à manger, elle même donnant sur une terrasse de 14,52m², deux chambres avec salle d'eau partagée, et des WC indépendants. L'escalier menant à l'étage comprend un espace mezzanine desservant une grande suite parentale de 39m² avec dressing et salle de bain balnéo, ainsi qu'une chambre avec salle d'eau, et WC séparés. Au sous-sol, retrouvez un espace salle de jeux/sport, une chambre avec salle d'eau et WC, un local technique, une buanderie, une cave et un double garage de 46m². Une offre à saisir sur Santeny, pour au moins 3 raisons: 1. Les prestations (volumes, luminosité, sol marbre, piscine chauffée, arrosage automatique, aucuns travaux à prévoir); 2. Le calme (au fond d'une impasse, sans aucun vis-à-vis); 3. La localisation (Au coeur de Santeny proche de toutes les commodités). BRISTOL IMMOBILIER, les plus belles offres du marché. Visites et information, David LEMAIRE Voir le téléphone"
687.0,VM94_695,Le Perreux-sur-Marne 94170 (Thillards),"Achat maison 8 pièces 300 m², Le Perreux-sur-Marne - 1 490 000 €",1 490 000 €,300 m²,8 pièces,5 chambres,,Jardin,,,,4 833 €/m²,Réf. de l’annonce : 474,Publiée il y a plus de 2 mois,Modifiée le 26 oct. 2020,Descriptif de cette maison à vendre de 8 pièces et 300 m²,"Maison Le Perreux Sur Marne 280 m2. Plein centre, proches écoles , RER E à 10 mn à pied. Du charme et de l'authenticité pour cette belle demeure d'environ 300m² sur jardin de 1000m² comprenant : grand salon, petit salon, salle à manger, cuisine, 4 chambres dont deux suites. Cave voûtée et nombreuses dépendances d'environ 85m²: buanderie, chauffage gaz à condensation, garage double, atelier, bûcher. TRÈS BON ETAT GÉNÉRAL. dont 2.76 % honoraires TTC à la charge de l'acquéreur."
688.0,VM94_696,Sucy-en-Brie 94370 (Fort),"Achat maison 7 pièces 133 m², Sucy-en-Brie - 510 000 €",510 000 €,"132,70 m²",7 pièces,5 chambres,,Jardin,,Terrasse,,3 843 €/m²,,Publiée il y a plus de 2 mois,Réf. de l’annonce : 854,Descriptif de cette maison à vendre de 7 pièces et 133 m²,"Maison avec terrain 6 pièces 140m2. Un beau pavillon, séjour, 5 chambres, 2 niveaux + sous-sol total. Salon avec cheminée sur terrasse, salle à manger, chambre avec salle d'eau, à l'étage trois chambres, salle de jeux, balcon, sous-sol total sur un terrain de 468, box, 5 minutes de la gare RER, quartier très recherché."
689.0,VM94_697,Champigny-sur-Marne 94500 (Les Mordacs - Coeuilly),"Achat maison 6 pièces 115 m², Champigny-sur-Marne - 472 000 €",472 000 €,"114,56 m²",6 pièces,4 chambres,2 places de parking,Jardin,,1 terrasse,,3 928 €/m²,,Publiée il y a plus de 2 mois,Réf. de l’annonce : 1071,Descriptif de cette maison à vendre de 6 pièces et 115 m²,"CHAMPIGNY SUR MARNE - COEUILLY -. Dans le quartier pavillonnaire de COEUILLY PAVILLON RÉCENT construit en 2017 sur 115 m² et comprenant : au RDC : entrée, séjour avec accès direct sur terrasse et jardin, cuisine, cellier. A l'étage : 4 chambres, salle de bains. Garage. Le tout sur une parcelle de 232 m². dont 4.89 % honoraires TTC à la charge de l'acquéreur."
690.0,VM94_698,Bry-sur-Marne 94360 (Pépinière),"Achat maison 6 pièces 212 m², Bry-sur-Marne - 1 081 000 €",1 081 000 €,212 m²,6 pièces,4 chambres,2 parkings intérieurs,Jardin,,,1 garage,5 099 €/m²,Réf. de l’annonce : GB00091580,Publiée il y a plus de 2 mois,Modifiée le 19 nov. 2020,Descriptif de cette maison à vendre de 6 pièces et 212 m²,"Maison. Quartier recherché de la Pépinière, au calme, face marne, pavillon atypique d'environ 212 m², édifié sur un terrain de 605 m². Pièce de vie agréable et avec hauteur sous plafond hors normes, cuisine équipée, coin bureau, 3 chambres dont une suite parentale avec salle d'eau et WC séparé, jacuzzi, salle de jeux. Jardin arboré, garage."
691.0,VM94_699,Villeneuve-Saint-Georges 94190 (Triage),"Achat maison 10 pièces 350 m², Villeneuve-Saint-Georges - 779 000 €",779 000 €,350 m²,10 pièces,6 chambres,5 places de parking,Jardin,,,,2 226 €/m²,Réf. de l’annonce : 71,Publiée il y a plus de 2 mois,Modifiée le 1 nov. 2020,Descriptif de cette maison à vendre de 10 pièces et 350 m²,"Maison Villeneuve Saint Georges 10 pièce(s) 350 m2. Votre agence Laforêt Sucy-en-Brie vous propose cette belle maison avec de très grands volumes à rénover donnant sur 2 rues sur un terrain de 1408 m². Maison divisé en 3 F2 + étage à aménager en 2 F2. Opportunité rare dans le quartier. Vous disposez également d'un parking avec 5 box. A 15 minutes à pied de la gare et 10 minutes à pied du centre ville.
Venez constater l'énorme potentiel qu'offre cette belle bâtisse. Idéal investisseurs."
692.0,VM94_700,Le Perreux-sur-Marne 94170 (Centre-ville - Quais d'Argonne),"Achat maison 6 pièces 146 m², Le Perreux-sur-Marne - 998 000 €",998 000 €,146 m²,6 pièces,5 chambres,,Jardin,,,,6 575 €/m²,,Publiée il y a plus de 2 mois,,Descriptif de cette maison à vendre de 6 pièces et 146 m²,"EXCLUSIVITE - Centre ville - 6 pièces. EXCLUSIVITÉ - CENTRE VILLE - Belle maison de 148 m² sur une parcelle de 237 m². Le rez de chaussée offre un espace de vie de 55 m² sur terrasse et jardin, une suite parentale avec salle d'eau et dressing, cellier et wc. Le premier niveau se compose d'un palier desservant quatre chambres, une salle de bain, une salle d'eau et wc. Dressing dans chaque chambre. Prestations de qualité et personnalisation possible suivant l'avancement des travaux. Possibilité de garage en lieu et place de la chambre du RDC. CALME et LUMINEUSE, proche des commerces et écoles. Livraison 4° trimestre 2020. Pour plus d'information, n'hésitez pas et contacter Béatrice."
693.0,VM94_701,Alfortville 94140 (Mairie - Gare),"Achat maison 4 pièces, Alfortville - 470 000 €",470 000 €,,4 pièces,3 chambres,,Jardin,,,,,Réf. de l’annonce : 2321,Publiée il y a plus de 2 mois,Modifiée le 9 déc. 2020,Descriptif de cette maison à vendre de 4 pièces,"Exclusivité ! ""5' RER D"" et futur métro ligne 15"" Maison ravalée de 4 pi�?ces sur 300 m� de terrain clos. Rez-de- jardin aménagé, cuisine ouverte, séjour, 3 chambres, grande salle d?eau, w.c, dressing, buanderie, dépendance à aménager ~ 25 m�, véranda. Beau jardin ensoleillé à l?arri�?re. Chauffage au gaz (chaudi�?re récente)."
694.0,VM94_702,Fontenay-sous-Bois 94120,"Achat maison 8 pièces 160 m², Fontenay-sous-Bois - 830 000 €",830 000 €,160 m²,8 pièces,6 chambres,,Jardin de 100 m²,,,,5 000 €/m²,,Publiée il y a plus de 2 mois,Réf. de l’annonce : 29481841,Descriptif de cette maison à vendre de 8 pièces et 160 m²,"Quartier pavillonnaire.
15 minutes RER ""FONTENAY SOUS BOIS""
Maison en excellent état.
Rez-de-jardin : 2 pièces, débarras, buanderie, WC.
Rez-de-chaussée : Entrée, séjour double (env.32 m²), cuisine ouverte sur le séjour.
1er étage : Palier, 2 chambres, salle de bains avec WC, salle d'eau avec WC.
2ème étage : Palier, 2 chambres, cabinet de toilette/WC.
Courette et garage sur façade.
Terrasses et jardin sur arrière."
695.0,VM94_703,Le Perreux-sur-Marne 94170 (Pont de Bry),"Achat maison 6 pièces 129 m², Le Perreux-sur-Marne - 875 000 €",875 000 €,129 m²,6 pièces,4 chambres,3 places de parking,Jardin,,,,6 783 €/m²,Réf. de l’annonce : 003916E1Q2CQ,Publiée le 23 oct. 2020,Modifiée le 1 déc. 2020,Descriptif de cette maison à vendre de 6 pièces et 129 m²,"Maison Le Perreux Sur Marne 6 pièce(s) 129 m². LE PERREUX-SUR-MARNE - EXCLUSIVITÉ ORPI ALTIMMO - Quartier Gabriel Péri . Venez découvrir cette belle maison familiale d'environ 130 m² habitables, édifiée sur une parcelle de 536 m² arborée.. Elle se compose d'une belle entrée desservant un vestiaire avec toilettes d'invités, d''un salon avec cheminée, ouvert sur la terrasse et le jardin et d'un séjour avec cuisine ouverte de près de 30 m² où vous pourrez préparer de bons petits plats en toute convivialité avec votre famille et vos amis.. A l'étage, 4 chambres dont une de 17 m², une salle d'eau avec WC et une deuxième pièce d'eau possible et un vaste palier pour installer un bureau pour le télétravail ou une salle de jeux pour les enfants.. Dans le jardin, une annexe de 40 m², indépendante et équipée avec salle de bains et toilettes peut accueillir une activité artisanale ou une profession libérale mais aussi se transformer en un confortable pied à terre pour les amis de passage .. Un sous-sol total avec chaufferie, cave et buanderie complète ce bien.."
696.0,VM94_704,Alfortville 94140 (Zola Carnot - Alouettes - Val de Seine),"Achat maison 5 pièces 116 m², Alfortville - 623 000 €",623 000 €,116 m²,5 pièces,3 chambres,,Jardin,,1 terrasse,,5 371 €/m²,Réf. de l’annonce : A19-051,Publiée il y a plus de 2 mois,Modifiée le 9 déc. 2020,Descriptif de cette maison à vendre de 5 pièces et 116 m²,"A découvrir près de chez vous - Maison 5 pièces + garage - Alfortville. Venez vite découvrir cette charmante maison individuelle édifiée sur un terrain de 300m² à proximité immédiate du RER D et de la future ligne du Grand Paris Express. Au 1er niveau, vous découvrirez une entrée avec rangements, un séjour en « L » offrant une salle à manger avec accès sur terrasse surplombant le jardin, une vaste cuisine aménagée et équipée et un WC séparé. Au 2e niveau, un dégagement en étoile vous attend desservant 3 grandes chambres dont 2 avec rangements intégrés et une possédant son balcon privatif en exposition Sud-Est. Idéalement au même niveau, vous retrouverez également une vaste salle de bains avec une douche et WC en supplément. Au 3e niveau, des combles sont à aménager avec un fort potentiel, isolation et velux déjà en place. Ce beau produit est complété d'un sous-sol total carrelé aménagé ainsi qu'un garage ! Electricité et toiture refaites récemment.
Une visite s'impose !"
697.0,VM94_705,Le Perreux-sur-Marne 94170 (Thillards),"Achat maison 8 pièces 300 m², Le Perreux-sur-Marne - 1 450 000 €",1 450 000 €,300 m²,8 pièces,6 chambres,,Jardin de 657 m²,,1 terrasse,,4 833 €/m²,,Publiée il y a plus de 2 mois,Réf. de l’annonce : 24764104,Descriptif de cette maison à vendre de 8 pièces et 300 m²,"MAJ Immobilier vous propose une belle maison bourgeoise datant de 1870. Située dans un cadre exceptionnel, cette maison de 10 pièces d'envrion 280 m² hab sur un terrain de 829m². Une belle entrée, séjour double avec cheminée 40m² salle à manger de 26m², cuisine dinatoire de 28m², bureau de 11m², dressing, 5 chambres, une salle de bains, un salle d'eau, atelier de 21m². Terrasse et jardin plein sud. Pour plus d'informations n'hésitez pas à nous contacter."
698.0,VM94_706,Vitry-sur-Seine 94400 (Coteau - Malassis),"Achat maison 9 pièces 163 m², Vitry-sur-Seine - 854 900 €",854 900 €,"162,90 m²",9 pièces,5 chambres,2 places de parking,Jardin,,1 terrasse,,5 248 €/m²,Réf. de l’annonce : 23640,Publiée il y a plus de 2 mois,Modifiée le 26 nov. 2020,Descriptif de cette maison à vendre de 9 pièces et 163 m²,"Votre conseiller CENTURY 21 Mr SALIFOU, joignable au Voir le téléphone vous présente à Vitry Sur Seine - Moulin de Saquet - Sur un terrain de 215m2, un ensemble immobilier meublé de 5 appartements en parfait état, 2 Garages, buanderie, parking extérieur, accès privatif par le côté, terrasse, jardin entretenu et fruitier, combles aménagés et équipé de nombreux rangements. Bien vendu clé en main, sans aucun travaux à prévoir. Proximité immédiate des transports, Métro, Bus, Tramway, axes N7, A86, A305 Le plus: Photovoltaïque 23 modules, rentabilité."
699.0,VM94_707,Le Plessis-Trévise 94420 (Val Roger),"Achat maison 8 pièces 140 m², Le Plessis-Trévise - 758 000 €",758 000 €,140 m²,8 pièces,4 chambres,,Jardin,,,,5 414 €/m²,Réf. de l’annonce : 1490,Publiée il y a plus de 2 mois,Modifiée le 26 oct. 2020,Descriptif de cette maison à vendre de 8 pièces et 140 m²,"LE PLESSIS TREVISE. Situé dans le quartier du Val Roger
au calme sans aucune nuisance
Cette maison récente vous offre sur un terrain de plus de 1200 m² un volume de réception exceptionnel de plus de 70 m²
4 chambres dont 2 en rdc d'une superficie de 17 et 12 m²
une dépendance"
700.0,VM94_708,Le Perreux-sur-Marne 94170 (Thillards),"Achat maison 8 pièces 270 m², Le Perreux-sur-Marne - 1 490 000 €",1 490 000 €,270 m²,8 pièces,5 chambres,,Jardin,,2 terrasses,,5 519 €/m²,,Publiée il y a plus de 2 mois,Réf. de l’annonce : 17656014,Descriptif de cette maison à vendre de 8 pièces et 270 m²,"L'équie M.A.J immobilier vous propose à Le Perreux sur Marne - Secteur du Parc. Une belle maison bourgeoise de 1890 édifiée sur un terrain de 700m². Comprenant au rez de chaussée une belle entrée, pièce de réception de 73m², cuisine sur véranda de 25m² donnant sur terrasse et jardin. Au premier étage une bibliothèque, 3 chambres, salle de bains, salle d'eau. Au deuxième étage un bureau, deux chambres, salle d'eau. Garage. Au calme. Pour plus d'informations n'hésitez à nous contacter."
701.0,VM94_709,Champigny-sur-Marne 94500 (Le Plateau),"Achat maison 7 pièces 161 m², Champigny-sur-Marne - 478 000 €",478 000 €,161 m²,7 pièces,5 chambres,2 places de parking,Jardin,,,Garage,2 969 €/m²,,Publiée il y a plus de 2 mois,Réf. de l’annonce : 0085,Descriptif de cette maison à vendre de 7 pièces et 161 m²,"A vendre : Grande Maison familiale indépendante entièrement rénovée d'une superficie au sol de 198 m² et de plus de 160 m2 habitables. Elle comprend : entrée avec placards, grand double séjour traversant et lumineux donnant sur balcon, cuisine équipée et aménagée, une chambre/bureau, une salle d'eau et un WC indépendant. Au premier étage : mezzanine, suite parentale avec dressing, salle de bains et balcon, deux chambres, salle de bains, WC indépendants , pièce de rangement. Combles aménagés avec un bureau, une grande et belle chambre et de nombreux rangements.
Le sous-sol sur-élevé aménagé se compose d'une cuisine d'été avec accès sur jardin, d'une pièce pouvant servir de salle de jeux, d'une salle d'eau et de WC indépendants. Le sous-sol situé en rez-de-jardin peut être aménagé en logement ou peut convenir à une profession libérale. Garage deux places + places extérieures possibles dans le jardin.
Jardin arboré.
Chaudière et électricité récentes.

Visite virtuelle disponible sur demande.

Situé dans un quartier résidentiel de Champigny. Proche du RER E de Villiers sur Marne - Le Plessis Trévise et du RER de Champigny - Saint Maur, ainsi que de toutes les commodités (commerces, écoles, ...).

Cette maison vous est proposé, à l'achat, par l'agence ERA Rives de Marne immobilier."
702.0,VM94_710,Vitry-sur-Seine 94400 (Plateau),"Achat maison 8 pièces 140 m², Vitry-sur-Seine - 892 000 €",892 000 €,140 m²,8 pièces,,,Jardin,,,,6 371 €/m²,Réf. de l’annonce : 881,Publiée il y a plus de 2 mois,Modifiée le 26 oct. 2020,Descriptif de cette maison à vendre de 8 pièces et 140 m²,"PLATEAU DE VITRY SUR SEINE. Belle maison d'une surface habitable d'environ 140 m² sur un terrain de 540 m² environ dans un quartier pavillonnaire très calme.
Elle est composée au rdc d'un hall d'entrée, séjour et salon, une chambre, cuisine aménagée, salle de bains, wc séparé.
Au 1er niveau : 3 chambres, dressing, salle de bains, wc séparé;
Combles aménagés, composés de 2 chambres, débarras, wc.
Sous-sol total (cave, buanderie, chaufferie, Garage)."
703.0,VM94_711,Périgny 94520,"Achat maison 8 pièces 242 m², Périgny - 845 000 €",845 000 €,242 m²,8 pièces,5 chambres,,Jardin,,,,3 492 €/m²,,Publiée il y a plus de 2 mois,Réf. de l’annonce : 2085,Descriptif de cette maison à vendre de 8 pièces et 242 m²,"Maison de village. Maison pleine de charme et d'histoire édifié sur sous sol.
Elle se compose : 
Au rez-de-chaussée d'une grande entrée, une grande pièce de réception avec cheminée suspendue, un salon donnant accès a une terrasse exposé sud ouest, une chambre et .
L'étage se compose de quatre grandes chambres placards ainsi qu'une salle de bains avec douche, une deuxième salle d'eau et une deuxième terrasse.
Un Grand grenier.
Un sous sol total composé d'une cave a vin, buanderie, garage.

Un appartement en duplex indépendante, un atelier et une grange.
Parcelle de terrain d'environ 877 m²
Secteur calme en centre ville."
704.0,VM94_712,Fontenay-sous-Bois 94120 (Alouettes),"Achat maison 5 pièces 95 m², Fontenay-sous-Bois - 575 000 €",575 000 €,95 m²,5 pièces,4 chambres,3 places de parking,Jardin,,,,6 053 €/m²,Réf. de l’annonce : 28,Publiée il y a plus de 2 mois,Modifiée le 26 oct. 2020,Descriptif de cette maison à vendre de 5 pièces et 95 m²,"Maison 5 pièces 95m2 avec terrain 700m2. L'adresse vous propose dans un quartier dynamique à 10min du RER A/E Val de Fontenay cette maison familiale composée d'un séjour avec cuisine ouverte, 4 chambres, une salle d'eau avec 3 emplacements de parking le tout sur un terrain de 700m2 offrant deux dépendances."
705.0,VM94_713,Ivry-sur-Seine 94200 (Petit Ivry),"Achat maison 5 pièces 150 m², Ivry-sur-Seine - 745 000 €",745 000 €,150 m²,5 pièces,3 chambres,,Jardin,,,,4 967 €/m²,,Publiée il y a plus de 2 mois,Réf. de l’annonce : 00006,Descriptif de cette maison à vendre de 5 pièces et 150 m²,"IVRY SUR SEINE, MAISON. A proximité directe du Métro, de la Porte de Choisy, maison sur 3 niveaux avec cuisine aménagée et équipée donnant sur grande terrasse, double séjour, 3 chambres, salle de bains et salle d'eau. Sous sol total, garage. Le tout en bon état général."
