,id_hourse,Addresse,Titre,Prix,Surface,Nb_piece,Nb_chambre,Parking,Jardin,Ascenseur,Terrasse,Garage,Prix_sur,Reference,Date_publication,Date_modification,Titre_description,Description
41,YV78_790,Vernouillet 78540,"Achat maison 6 pièces 120 m², Vernouillet - 469 000 €",469 000 €,120 m²,6 pièces,4 chambres,,Jardin,,Terrasse,,3 908 €/m²,Réf. de l’annonce : 853547,Publiée le 13 nov. 2020,Modifiée le 16 nov. 2020,Descriptif de cette maison à vendre de 6 pièces et 120 m²,"Vente Maison/villa 6 pièces. iad France - Audrey CARETTE (Voir le téléphone ) vous propose : VISITE VIRTUELLE SUR DEMANDE
Vernouillet : Dans un quartier pavillonnaire calme et recherché, à quelques minutes à pied des établissements scolaires : maison individuelle Kaufman & Broad d’une surface de 120m² environ offrant de très belles prestations !
Le rez-de-chaussée est composé d’un double séjour traversant et lumineux agrémenté d’un poêle, d’une grande cuisine aménagée et équipée ouvrant sur jardin, d’un dégagement avec placard et WC indépendants, et d’un cellier.
Au 1er étage, le palier dessert une salle d’eau, des WC indépendants, 3 chambres avec placards ainsi qu’une grande suite parentale disposant de sa salle de bains privative.
La maison dispose d’un agréable jardin plat et clos de 590 m² environ offrant une vue dégagée, avec terrasse.
Garage avec porte motorisée + possibilité de stationner plusieurs véhicules sur la parcelle.
Maison très bien entretenue et au goût du jour, chauffage électrique, poêle à granules, store électrique sur la terrasse, double vitrage PVC.
A proximité des commerces, installations sportives et écoles publiques et privées (Ecole Notre Dame les Oiseaux à Verneuil-sur-Seine). Accès autoroute A13/A14 à quelques minutes en voiture. Gare de Vernouillet-Verneuil : ligne J, reliant Vernouillet à Paris Saint-Lazare en 25 minutes. Future ligne de RER E.
Horaires de visite adaptés à votre emploi du temps.
Honoraires d’agence à la charge du vendeur.Information d'affichage énergétique sur ce bien : DPE D indice 230 et GES B indice 10. La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Audrey CARETTE (ID 31799), Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux (RSAC) du Tribunal de Commerce de VERSAILLES sous le numéro 530 183 540.
Retrouvez tous nos biens sur notre site internet. (lien supprimé)"
42,YV78_791,Voisins-le-Bretonneux 78960,"Achat maison 7 pièces 182 m², Voisins-le-Bretonneux - 735 000 €",735 000 €,182 m²,7 pièces,5 chambres,,Jardin,,,,3 846 €/m²,Réf. de l’annonce : 2146,Publiée le 12 nov. 2020,Modifiée le 27 nov. 2020,Descriptif de cette maison à vendre de 7 pièces et 182 m²,"Maison VOISINS LE BRETONNEUX 7 pièce(s) 182 m2. A VENDRE VOISIN LE BRETONNEUX , CHAMFLEURY
Grande maison familiale édifiée sur un terrain de 783m², Composée d'une triple pièce de vie traversante, cuisine (ouvrable) cellier, deux chambres et une salle de bain au rez-de-chaussée. A l'étage, 3 chambres (dont une de 33m²), une salle de bains.
un garage et un grenier complètent ce bien.
VISITE VIRTUELLE SUR DEMANDE
Nos honoraires :
Voir les barèmes des honoraires dont 5.00 % honoraires TTC à la charge de l'acquéreur."
43,YV78_792,Jouy-en-Josas 78350,"Achat maison 6 pièces 162 m², Jouy-en-Josas - 870 000 €",870 000 €,162 m²,6 pièces,4 chambres,2 places de parking,Jardin,,1 terrasse,,5 247 €/m²,Réf. de l’annonce : 859,Publiée le 11 nov. 2020,Modifiée le 9 déc. 2020,Descriptif de cette maison à vendre de 6 pièces et 162 m²,"Maison Jouy En Josas 6 pièce(s) 162 m2. Delphine CAMAX de chez Keller Williams TOUJOURS EN ACTIVITE ET DISPONIBLE, vous présente dans le village de Jouy-En-Josas, à quelques minutes de Versailles et 20 minutes de Paris, une maison familiale avec quatre chambres. Dans son écrin de verdure, à l'orée de la forêt, vous serez séduit par le calme et l'absence totale de vis à vis.
Au rez-de-chaussée, le double séjour en L vous offre une triple exposition et l'accès au jardin et à la terrasse exposée sud, la cuisine indépendante avec possibilité d'ouvrir sur la salle à manger, un WC, l'accès aux étages supérieurs et au sous-sol.
Au premier, vous trouverez une chambre parentale avec salle de bains/douche, WC séparés, une deuxième chambre, une salle d'eau et un autre WC.
Au deuxième étage, le palier dessert deux chambres, un WC et une possibilité de faire une salle d'eau.
Le sous-sol total, accessible depuis la maison mais également par l'extérieur avec son garage double, une grande pièce pouvant servir de buanderie et une grande cave.
Le tout sur un terrain d'environ 1000m².
Tous les commerces de proximités et les écoles se trouvent à quelques minutes à pieds, ainsi que le RER C à 8 minutes."
44,YV78_793,La Queue-lez-Yvelines 78940,"Achat maison 8 pièces 312 m², La Queue-lez-Yvelines - 710 850 €",710 850 €,312 m²,8 pièces,6 chambres,,Jardin,,,,2 278 €/m²,,Publiée le 10 nov. 2020,Réf. de l’annonce : 662_2,Descriptif de cette maison à vendre de 8 pièces et 312 m²,"Maison de 8 pièces. Des prestations à la hauteur de vos attentes. Sur la commune de la Queue Lez Yvelines, magnifique maison d’architecte de 2010 offrant de très belles prestations. Edifiée sur 2300m² de terrain, elle comprend une entrée sur séjour triple très lumineux avec cuisine ouverte de 103m², une buanderie, un wc et une suite parentale. A l'étage, grande palier desservant cinq chambres et une salle d'eau avec wc. Le terrain offrant un garage triple pouvant être aménagé en habitation, ou en profession libérale. Contactez nous! Voir le téléphone . Venez la visiter, car je ne vous ai pas tout dit."
45,YV78_794,Carrières-sous-Poissy 78955 (Saint-Louis - Champfleury),"Achat maison 5 pièces 122 m², Carrières-sous-Poissy - 474 000 €",474 000 €,122 m²,5 pièces,3 chambres,,Jardin,,,,3 885 €/m²,Réf. de l’annonce : 87211_10,Publiée le 10 nov. 2020,Modifiée le 13 nov. 2020,Descriptif de cette maison à vendre de 5 pièces et 122 m²,"Maison de 5 pièces. Mariage heureux de deux époques. Cette magnifique meulière va vous faire voyager, elle vous propose une cuisine équipée avec coin repas, une salle à manger, un salon, trois chambres aux volumes généreux, une salle de bains. Possibilité d'aménager les combles d'une superficie de 70 m² au sol. Cette demeure vous charmera pour ses prestations; beaux parquets dans les chambres, carreaux de ciments dans les pièces de vie et cheminées d'époques. Idéalement située à deux pas des commerces, écoles et transports. Une maison qui a une âme."
46,YV78_795,Houilles 78800 (Centre-ville),"Achat maison 6 pièces 170 m², Houilles - 755 000 €",755 000 €,170 m²,6 pièces,3 chambres,1 place de parking,Jardin,,Terrasse,,4 294 €/m²,,Publiée le 9 nov. 2020,Réf. de l’annonce : 300043-4551846,Descriptif de cette maison à vendre de 6 pièces et 170 m²,"Pavillon. A 5 minutes de la gare en plein quartier POSTE. Coup cur assuré pour ce magnifique loft entièrement rénové en 2015 avec des matériaux de qualités. Offrant de beaux volumes, il comprend : une entrée cathédrale, un séjour triple, une cuisine salle à manger avec accès terrasse de 25 m², un wc. A l'étage: un dégagement desservant 3 chambres dont une suite parentale avec une salle de bains, une salle de bains avec douche et wc. Un garage. Un bien rare soyez réactif !"
47,YV78_796,Houdan 78550,"Achat maison 8 pièces 217 m², Houdan - 410 000 €",410 000 €,217 m²,8 pièces,6 chambres,1 place de parking,Jardin,,Terrasse,,1 820 €/m²,Réf. de l’annonce : 250194FGN,Publiée le 9 nov. 2020,Modifiée le 21 nov. 2020,Descriptif de cette maison à vendre de 8 pièces et 217 m²,"HOUDAN 78550 Maison individuelle + grange - piscine semi enterrée - 6 chambres - Terrain - 410 000 HAI. Esprit maison de famille - maison de campagne avec énormément de charme à 70 kms de Paris, secteur Houdan-Anet, village calme à 5 min de tous les commerces et écoles (maternelle, primaire, collège, lycée pro).
Belle bâtisse ancienne rénovée alliant la mise en valeur de ses matériaux anciens et aménagements modernes.
Le rez de chaussée comprend un vaste salon/salle à manger lumineux avec cheminée ouverte, cuisine aménagée avec accès cave, 2 chambres, salle de douche moderne récente, WC et nombreux rangements.
A l'étage, palier, 4 chambres avec parquet, salle d'eau (baignoire + douche à l'italienne + WC).
Piscine semi-enterrée et chauffée (pompe à chaleur et volet de sécurité électrique), portail automatique
Terrasse et cabane perchée !
Grange : env 40 m²
Le tout sur un jardin d'env 1880 m² clos de murs, aménagé avec beaucoup de soins (éclairage extérieur, arrosage automatique)
Pour visiter et vous accompagner dans votre projet contactez Géraldine FOUREAU au Voir le téléphone ou par courriel à Contacter 
Cette présente annonce a été rédigée sous la responsabilité éditoriale de Géraldine FOUREAU agissant sous le statut d'agent commercial, RSAC de Chartres numéro 845272343 RCPro ASSERIS ACI12831
Mandat n°250194FGN - Le professionnel garantit et sécurise votre projet immobilier.
SAS PROPRIETES PRIVEES - ZAC du chêne ferré - 44 allée des 5 continents 44120 VERTOU - Carte professionnelle CPI 44012016 000 010 388 CCI Nantes-Saint-Nazaire.
Prix de vente: 410 000 euros HAI (honoraires inclus de 15000 euros à la charge de l'acquéreur soit 3.80% ,soit 395 000 Euros hors honoraires) . dont 3.80 % honoraires TTC à la charge de l'acquéreur."
48,YV78_797,Sartrouville 78500,"Achat maison 6 pièces 115 m², Sartrouville - 625 000 €",625 000 €,115 m²,6 pièces,4 chambres,2 places de parking,Jardin,,Terrasse,,5 435 €/m²,Réf. de l’annonce : 2040-OURS,Publiée le 9 nov. 2020,Modifiée le 29 nov. 2020,Descriptif de cette maison à vendre de 6 pièces et 115 m²,"Grande maison contemporaine à 10 min de la gare à SARTROUVILLE. Dans le quartier résidentiel du Fresnay-Vieux Pays, au calme d'un grand espace arboré de la ville à seulement 10 minutes à pieds du centre et de la gare de Sartrouville et 3 minutes de Auchan.
Nous vous proposons cette maison de 126.60 m² au sol pour une surface habitable de 115.45 m² . Au sein d'une copropriété composée de 4 maisons, celle-ci bénéficie d'une vue verdoyante sur les grands espaces verts mitoyens. Construite sur 3 niveaux, vous trouverez au rez-de-chaussée le séjour, la salle à manger, la cuisine, la buanderie/cellier, un WC ainsi que des rangements sous escalier. Au 1er étage, 3 chambres (dont une avec salle d'eau privée et dressing), une salle de bains et un WC séparé.
Au dessus, les combles d'une superficie de 20.85m² Carrez (35m² au sol) sont à aménager selon vos envies et vos besoins (arrivées et évacuations d'eau sont déjà prévues, pourquoi pas pour les adeptes de SPA). Un jardin de 113m² , une belle terrasse arrière de 11m² à l'abris des regards et un grand parking viennent compléter le tableau.
Visite virtuelle des travaux.
Mandat N° 40. Honoraires à la charge du vendeur. Dans une copropriété de 4 lots. Aucune procédure n'est en cours. Nos honoraires : Voir les barèmes des honoraires"
49,YV78_798,Louveciennes 78430,"Achat maison 10 pièces 420 m², Louveciennes - 1 659 000 €",1 659 000 €,420 m²,10 pièces,6 chambres,,Jardin,,Terrasse,,3 950 €/m²,Réf. de l’annonce : EMPCS351-BI,Publiée le 9 nov. 2020,Modifiée le 28 nov. 2020,Descriptif de cette maison à vendre de 10 pièces et 420 m²,"Belle maison d'architecte en lisière de forêt. LOUVECIENNES. Bienvenue dans votre espace, celui que vous allez vous approprier selon votre inspiration et vos besoins. Au calme, à Louveciennes quartier Plateau, nous vous proposons cette maison d'architecte aux allures contemporaines de 420 m² habitables construite en 2000. Plus qu'une maison, ce lieu de vie est un projet en soi : un lieu qui a été pensé pour y réaliser un projet de vie mêlant une partie habitation et une partie professionnelle à usage de bureau, le tout dans un environnement calme, au milieu d'un jardin arboré de 1850 m², doté d'un potager et d'un verger, niché au coeur de la nature et de la verdure, à la lisière de la forêt. Le portail d'entrée en contre bas dessert 4 garages fermés sur deux niveaux dans une ""maisonnette"" (environ 60 m²) qui peut être réhabilitée en habitation. Puis un chemin mène à la partie principale de la maison et offre 4 parkings extérieurs. La maison est répartie sur 3 niveaux.). Le rez-de jardin (environ 170 m²) dédié à la partie habitation (ainsi que le 1er étage), s'ouvre sur un paisible jardin exposé Sud qui bénéficie d'une vue imprenable sur la forêt. La partie réception s'articule autour d'une grande salle à manger baignée de lumière (environ 33 m²) avec une cuisine attenante et d'un salon magistral de 46 m² aux volumes extraordinaires grâce à une généreuse hauteur sous plafond et une ambiance conviviale conférée par une charpente en iroko (bois exotique) ainsi qu'une belle lumière. La suite parentale (dotée de sa salle de bains) est très chaleureuse et bénéficie également de beaux volumes. Une autre partie nuit à proximité de l'escalier principal de la maison propose 3 généreuses chambres (environ 15 m² chacune), une salle d'eau et une salle de bains. Enfin, le premier étage partiellement mansardé, propose une ambiance détente et cosy avec une très belle pièce à vivre de 33 m² et une kitchenette, une chambre qui bénéficie d'un accès au toit terrasse (32 m² à aménager) et une salle d'eau et un wc. Le rez-de-chaussée quant à lui, se compose de 130 m², essentiellement configurés en bureaux (utilisés dans le cadre d'une profession libérale), avec deux larges pièces dotées de baies vitrées donnant principalement sur l'avant de la maison, un espace cuisine, une lingerie, wc ainsi que 2 grandes caves, une cave à vins sur terre battue, une chaufferie ainsi qu'un local poubelles. Ce niveau bénéficie d'un compteur électrique distinct de la partie habitation et d'un accès PMR. Il peut être aisément repensé en habitation, tel un studio indépendant (pour la famille, des amis, des personnes dépendantes, du personnel de maison ou garde d'enfants) avec par exemple une pièce à vivre, une cuisine, une salle d'eau ainsi que deux chambres (le bureau du fond pouvant facilement être cloisonné en 2 pièces. D'autres aménagement sont possibles. Cette maison spacieuse propose différentes options quand à l'utilisation de ses espaces et grâce à sa modularité. Elle peut être intégralement investie en tant que lieu d'habitation en tant que maison familiale et de réception et aussi pour y développer un projet professionnel répondant aux critères requis par de multiples activités libérales ou y faire vivre des projets de natures artistiques ou autre, selon vos passions. L'essentiel étant que tout y est possible ! Prenez votre plume et rédigez votre projet ! La maison a été conçue de façon à être peu consommatrice (portes isothermes au rdc, double vitrage, toit isolé par panneaux autoportants, plancher chauffant à basse température) et offre des matériaux de qualité (revêtement de sol avec des pierres de Bourgogne, parquet en bambou, charpente en bois exotique. A proximité des transports (gare Ligne L desservant la Défense en 15 minutes) et des commerces de première nécessité et à 15 minutes environ de Paris Ouest. Une visite en vidéo à distance est possible sur simple RDV. Appelez directement Carla SAUVET au Voir le téléphone - Consultez notre barème d'honoraires sur Voir les barèmes des honoraires"
50,YV78_799,Vaux-sur-Seine 78740,"Achat maison 6 pièces 160 m², Vaux-sur-Seine - 415 000 €",415 000 €,160 m²,6 pièces,4 chambres,,Jardin,,,,2 594 €/m²,Réf. de l’annonce : 44028-4554158,Publiée le 7 nov. 2020,Modifiée le 8 déc. 2020,Descriptif de cette maison à vendre de 6 pièces et 160 m²,"MAISON 6 PIECES VAUX SUR SEINE. ***EXCLUSIVITE WEELODGE*** Au cur de Vaux sur seine, cette belle maison totalement rénovée de 160m² habitables des années 1860 aura tout pour vous charmer, édifiée sur un terrain de 730m². Vous trouverez au rez-de-chaussée : une entrée, une pièce bureau, une chambre parentale, une cuisine ouverte sur séjour, une
salle d'eau avec WC, ainsi qu'un accès donnant sur une terrasse.
A l'étage, un palier couloir dessert 3 belles chambres et une grande salle de bains munie de WC.
Cette belle dame ne manque pas de surprises avec son sous-sol surélevé capable d'accueillir un véritable studio indépendant à rendement locatif si on le souhaite ou pour profession libérale.
Pour finir, cette maison dispose d'une cour ainsi qu'une véritable cave voûtée.
A visiter en VISITE VIRTUELLE et avec votre conseiller WEELODGE !"
51,YV78_800,Élancourt 78990 (Hameau de Launay - La Muette - Les Mousseaux),"Achat maison 3 pièces 81 m², Élancourt - 282 000 €",282 000 €,81 m²,3 pièces,2 chambres,2 places de parking,Jardin,,Terrasse,,3 481 €/m²,Réf. de l’annonce : 218,Publiée le 7 nov. 2020,Modifiée le 8 déc. 2020,Descriptif de cette maison à vendre de 3 pièces et 81 m²,"Très belle maison de 81,55 m2 avec grand garage de 34 m2 - Parfa. WRB Conseil Immobilier a le plaisir de vous présenter cette très belle maison de 81,55 m2 avec un grand garage (34 m2), mitoyenne d'un côté avec un jardin de 60 m2, sans aucun vis-à-vis. Venez découvrir une entrée avec placard, deux belles chambres (11,50 et 11,40 m2), un beau dressing (4,60 m2), une jolie salle de bain avec baignoire d'angle et sèche serviette, un wc suspendu indépendant. Au rez-de-chaussée, vous serez charmés par un lumineux salon-salle à manger avec un poêle à bois installé en 2016, une belle cuisine entièrement aménagée et équipée avec un accès à la terrasse à l'abri des regards et exposée Sud Est, un cellier, un wc indépendant. Un grand garage de 34 m2 communiquant avec la maison complète ce bien. A proximité des écoles, commerces et bois de Maurepas. Les charges mensuelles de 261 euros comprennent : le chauffage, eau froide et chaude, gardien, espaces verts. Venez découvrir cette belle maison qui baigne de lumière où vous poserez vos meubles et profiterez pleinement !"
52,YV78_801,Croissy-sur-Seine 78290,"Achat maison 5 pièces 85 m², Croissy-sur-Seine - 609 000 €",609 000 €,85 m²,5 pièces,4 chambres,1 place de parking,Jardin,,,,7 165 €/m²,Réf. de l’annonce : D953,Publiée le 7 nov. 2020,Modifiée le 16 nov. 2020,Descriptif de cette maison à vendre de 5 pièces et 85 m²,"Maison Croissy-sur-seine 5 pièce(s) 130 m2. STÉPHANE PLAZA IMMOBILIER a sélectionné pour vous, cette maison dans le centre-ville de CROISSY-SUR-SEINE.
Emplacement de 1er choix - Entre la gare RER A et les commerces, vous pouvez tout faire à pied.
Venez découvrir cette maison entièrement rénovée avec des matériaux de qualités. 130m² de surface au sol.
Elle est composée d'une entrée, d'un grand séjour salle à manger, d'une belle cuisine aménagée et équipée, à l'étage 2 belles chambres et une salle d'eau, sous comble une petite chambre mansardée. En entresols, vous trouverez une chambre avec porte-fenêtre, un wc (possibilité d'en faire un studio indépendant), une buanderie et un garage (l'ensemble est carrelé).
A l'extérieur vous pourrez profiter d'un joli jardin arboré qui fait le tour de la maison sans vis-à-vis. La maison est dans un environnement très calme, mitoyenne d'un coté elle profite d'une très belle exposition est/ouest.
A voir sans tarder avec STEPHANE PLAZA IMMOBILIER Croissy Le Vésinet
Copropriété de 80 lots (Pas de procédure en cours).
Charges annuelles : 840.00 euros."
53,YV78_802,Houilles 78800 (La Main de Fer),"Achat maison 4 pièces 92 m², Houilles - 433 000 €",433 000 €,92 m²,4 pièces,3 chambres,,,,,,4 707 €/m²,Réf. de l’annonce : 851346,Publiée le 6 nov. 2020,Modifiée le 8 déc. 2020,Descriptif de cette maison à vendre de 4 pièces et 92 m²,"Vente Maison/villa 4 pièces. iad France - Solenne ANNOUSSAMY (Voir le téléphone ) vous propose : Maison individuelle familiale 4 pièces de plain pied de 92m² environ - Quartier de La Main de Fer
15-20 min à pied du RER A (Houilles - Carrières sur Seine et Sartrouville), vers La Défense et la gare St Lazare (direct SNCF - Lignes L et J) en 10 min.
Quartier résidentiel, calme avec ses écoles et bus à moins de 5 min à pied.
Lumineuse, moderne et bien agencée, elle dispose d'un grand salon de 31m² environ, d'une cuisine équipée et aménagée, de 3 chambres (9m² environ, 10m² environ et 14m² environ, un espace bureau, salle de bain avec baignoire d'angle, un jardin de ville de 35m² environ. Une chambre 'd'ado'/salle cinéma/chambre d'amis en sous-sol, une cave ainsi qu'une cour intérieure viennent compléter ce bien
La maison est sans vi-à-vis et dans une petite copropriété
Chauffage gaz - Emplacement Parking
Quelques travaux à prévoir
En raison du confinement, des vidéos sont disponibles sur demande, à voir sans tarder !
La présente annonce immobilière vise 1 lot principal situé dans une copropriété formant 14 lots au total ne faisant l'objet d'aucune procédure en cours et d'un montant de charges d’environ 85 € par mois (soit 1020 € annuel) déclaré par le vendeur.Honoraires d’agence à la charge du vendeur.Information d'affichage énergétique sur ce bien : DPE E indice 324 et GES F indice 65. La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mlle Solenne ANNOUSSAMY (ID 50368), Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux (RSAC) du Tribunal de Commerce de THIONVILLE sous le numéro 889748265.
Retrouvez tous nos biens sur notre site internet. (lien supprimé)"
54,YV78_803,Conflans-Sainte-Honorine 78700 (Chennevières),"Achat maison 7 pièces 124 m², Conflans-Sainte-Honorine - 426 500 €",426 500 €,124 m²,7 pièces,5 chambres,,Jardin,,,,3 440 €/m²,,Publiée le 4 nov. 2020,Réf. de l’annonce : 250762BCO,Descriptif de cette maison à vendre de 7 pièces et 124 m²,"78700 CONFLANS SAINTE HONORINE Spacieuse maison 5 chambres. 78700 CONFLANS SAINTE HONORINE Maison 5 chambres sous-sol total.
Située dans un quartier pavillonnaire, Brice Collard vous propose cette belle maison familiale ayant conservé ses éléments d'époque (parquet, hauteur sous plafond, cheminée en marbre...).
Rare sur le marché, cette maison indépendante aux beaux volumes, très entretenue et rénovée, ses 5 chambres, son sous-sol et son grand jardin avec dépendances.
Entrée sur couloir, belle cuisine dînatoire (aménagée et équipée) avec accès direct sur la terrasse couverte (évolutive en véranda).
Un séjour parqueté très lumineux, 2 chambres (dont 1 de plus de 16m2), une salle de bains (douche, baignoire, wc suspendus).
A l'étage : un palier dessert 3 belles chambres, une salle d'eau (grande douche, deux vasques), wc séparés.
Un sous-sol total compartimenté (garage, atelier buanderie, cave), une terrasse, un grand jardin plat, une dépendance.
Surface utile environ 124m2 au sol 135m2, habitable 113m2.
Chauffage central au gaz de ville, double vitrage PVC.
Ne tardez pas, très forte demande sur les maisons de cette qualité dans ce quartier. DPE D, GES E.
PRIX 426.5000 euros Honoraires inclus à charge vendeur.
Proximité tous commerces, établissements scolaires et services. Gare SNCF (Paris Saint Lazare en 30'),
Contacter Brice Collard au Voir le téléphone , conseiller indépendant (agent commercial- RCP MMA 127124335) pour le compte de la SAS Propriétés Privées - Siège social 44 allée des Cinq Continents, ZAC Le Chêne Ferré - Bâtiment C, 44120 Vertou. RCS 487 624 777 - CPI 4401 2016 000 010 388 CCI Nantes Saint Nazaire. Mandat de vente 250762. Adhérent FNAIM"
55,YV78_804,Sartrouville 78500,"Achat maison 6 pièces 115 m², Sartrouville - 625 000 €",625 000 €,115 m²,6 pièces,4 chambres,2 places de parking,Jardin,,Terrasse,,5 435 €/m²,Réf. de l’annonce : 2039-OURS,Publiée le 4 nov. 2020,Modifiée le 29 nov. 2020,Descriptif de cette maison à vendre de 6 pièces et 115 m²,"Une grande maison contemporaine à 10 min de la gare à SARTROUV. Et si vous suiviez la construction de votre maison et en profitiez pour choisir vos options et finitions. Dans le quartier résidentiel du Fresnay-Vieux Pays, au calme d'un grand espace arboré de la ville à seulement 10 minutes à pieds du centre et de la gare de Sartrouville et 3 minutes de Auchan.
Nous vous proposons cette maison de 126.60 m² au sol pour une surface habitable de 115.45 m² . Issue d'un programme neuf de 4 maisons en copropriété, celle-ci bénéficie d'une vue verdoyante sur les grands espaces verts mitoyens. Construite sur 3 niveaux, vous trouverez au rez-de-chaussée le séjour, la salle à manger, la cuisine, la buanderie/cellier, un WC ainsi que des rangements sous escalier. Au 1er étage, 3 chambres (dont une avec salle d'eau privée et dressing), une salle de bains et un WC séparé.
Au dessus, les combles d'une superficie de 20.85m² Carrez (35m² au sol) sont à aménager selon vos envies et vos besoins (arrivées et évacuations d'eau sont déjà prévues, pourquoi pas pour les adeptes de SPA). Un jardin de 113m² , une belle terrasse arrière de 11m² à l'abris des regards et un grand parking viennent compléter le tableau.
Visite virtuelle des travaux.
Mandat N° 39. Honoraires à la charge du vendeur. Nos honoraires : Voir les barèmes des honoraires"
56,YV78_805,Chatou 78400 (Ouest),"Achat maison 6 pièces 180 m², Chatou - 850 000 €",850 000 €,180 m²,6 pièces,4 chambres,2 places de parking,Jardin,,,,4 500 €/m²,Réf. de l’annonce : 158982,Publiée le 3 nov. 2020,Modifiée le 6 nov. 2020,Descriptif de cette maison à vendre de 6 pièces et 180 m²,"Maison Chatou 180 m2. Chatou, en lisière du Vésinet , à 14 minutes à pied du RER, très beau potentiel pour cette maison 1950 d'environ 180 m² de surface habitable, édifiée sur une parcelle de 400 m² qui vous offre au rez-de-chaussée: une entrée spacieuse donnant sur un double séjour de 33 m², une cuisine indépendante (ouverture possible sur la salle à manger), toilettes séparées.
Le palier du premier étage dessert 2 chambres, un bureau ainsi qu'une salle d'eau avec toilettes.
Les combles ont été aménagés en un espace de 12 m² pouvant servir de chambre ou de bureau.
L'entre sol est composé d'un appartement indépendant avec sa propre entrée, un salon ouvert sur une véranda, un coin cuisine, une salle d'eau avec toilettes, une chambre et la chaufferie.
Stationnement possible sur la parcelle pour deux véhicules. Des travaux de rafraichissement sont à prévoir .
dont 4.94 % honoraires TTC à la charge de l'acquéreur.
Copropriété de 2 lots (Pas de procédure en cours)."
57,YV78_806,Montigny-le-Bretonneux 78180 (Plan de l'Eglise),"Achat maison 5 pièces 100 m², Montigny-le-Bretonneux - 493 500 €",493 500 €,100 m²,5 pièces,4 chambres,3 places de parking,Jardin,,,,4 700 €/m²,Réf. de l’annonce : 007085E1PNFD,Publiée le 10 oct. 2020,Modifiée le 5 déc. 2020,Descriptif de cette maison à vendre de 5 pièces et 100 m²,"LA MARE CAILLON - FORET / ECOLES ET COMMERCES A PIED !. LA MARE CAILLON - Située en impasse, venez craquer sur cette charmante maison très bien entretenue. Elle offre un séjour carrelé avec cheminée donnant sur un grand jardin, une grande cuisine équipée, 3 belles chambres avec placards et bureau dont une suite parentale avec salle d'eau et salle de bains, garage attenant + parking extérieur. Le tout sur un magnifique terrain de 260m². FORET / ECOLES ET COMMERCES A PIED !"
58,YV78_807,Guyancourt 78280 (Village),"Achat maison 5 pièces 100 m², Guyancourt - 400 000 €",400 000 €,100 m²,5 pièces,3 chambres,1 place de parking,Jardin,,,,3 850 €/m²,Réf. de l’annonce : 352,Publiée le 20 oct. 2020,Modifiée le 4 déc. 2020,Descriptif de cette maison à vendre de 5 pièces et 100 m²,"Guyancourt village - 5 pièce(s) 100m2. Au coeur du hameau de Chanteuil, dans un cadre calme et verdoyant. Jolie maison mitoyenne de 100m². comprenant en rez-de-chaussée : une entrée, séjour, cuisine aménagée et équipées + salle à manger sur belle véranda de plein pied sur jardin de 54m². A l'étage : 3 chambres , salle de bains . La maison comporte de nombreux rangements ainsi que 2 WC . Combles avec possibilité de surélévation. Un cabanon à outils dans le jardin et un box fermé pour une voiture viennent compléter ce bien. COPRO 20- 1236 euros charges annuelles dont 3.90 % honoraires TTC à la charge de l'acquéreur.
Copropriété de 40 lots (Pas de procédure en cours).
Charges annuelles : 1236.00 euros."
